./gdrive/My Drive/images/1000_leftphoto.jpg,-0.48121145,0.16584978,-0.341042,0.03987113,0.043171115,-0.22526135,-0.5148895,0.2364973,1.1616484,-0.77287173,-0.13986152,-0.68199396,-0.8349532,-0.5129046,-0.20142913,-0.20384149,-0.5178765,0.3056874,-0.4123914,0.13571844,0.72199416,-0.1405886,0.5739442,0.62775385,0.83404624,-0.87189114,-0.24131039,0.14723782,-0.1798665,-0.53309566,0.17049047,-8.983119e-05,0.01646334,-0.16177313,-0.11684965,0.5688348,-0.1958258,-0.036150165,-0.0518345,-0.51930046,-0.23547365,1.034452,0.1379862,0.09454168,0.108058795,-0.1778182,-0.9645465,-0.23670124,-0.122029684,-0.3122908,0.060365986,0.27063975,-0.029772796,0.17039171,-0.36687356,-0.042573072,-0.62804955,-0.36962986,0.0072631887,-0.4471978,-0.552423,-0.292683,-1.0794501,0.45404336,-0.030539636,0.38213295,-0.19220687,-0.14956458,0.42031872,-0.32591683,0.82874644,0.10621618,-0.080809824,-0.1013521,0.26223785,-1.3678629,-0.399468,-0.22507921,-0.025415972,-0.17552634,0.1006765,0.30247864,-0.246207,-0.13391204,0.18306534,0.028997023,0.21826775,0.0806297,0.014570931,-1.116912
./gdrive/My Drive/images/1001_leftphoto.jpg,-0.0491978,-0.17304848,-0.21129222,0.39793208,0.42034367,0.030316552,-0.8358236,0.24630353,0.5786878,-0.6940438,-0.038909007,-0.11065341,-0.6832713,-0.20940995,-0.087982155,-0.018664025,-0.6997968,0.3519158,-0.38515005,0.5822903,0.8328365,-0.09224365,0.63079095,0.55155694,0.21512443,-0.797888,-0.5160087,0.30487916,-0.023912318,-0.4383824,-0.07101527,0.38874722,0.09946865,-0.0036449553,0.2052832,0.7079595,0.25272325,-0.15371466,-0.013868822,-0.3045516,-0.17900355,1.1828063,0.027748218,0.342201,0.26136732,-0.22922981,-0.65272856,-0.20731176,-0.21625133,-0.080627546,-0.16764995,0.18675432,-0.092821985,-0.3071899,-0.4527717,0.23278469,-0.31528497,-0.10766251,-0.33757052,0.24856177,-0.4946082,-0.28000373,-0.8162806,0.7257422,0.3096199,-0.21165875,-0.08788056,-0.3749208,0.23470123,-0.4202507,0.91900676,-0.0030262365,-0.07382833,0.16671567,0.46928847,-1.4117198,-0.5454645,-0.3878316,-0.268833,-0.10899986,-0.2376283,0.008012647,-0.31455442,0.43617445,0.11414535,-0.21364449,0.456647,0.0639173,0.33541638,-1.3430942
./gdrive/My Drive/images/1000_rightphoto.jpg,-0.41885388,0.1932487,-0.21097703,-0.11028094,-0.04038423,-0.13670935,-0.60823673,-0.092936,1.1948305,-0.58498985,0.34655803,-0.4652655,-0.28302896,-0.39009652,0.02237809,-0.21220903,-0.4171026,0.31758928,-0.4437541,-0.0030581527,0.7122365,-0.2604368,0.5072141,0.60743356,0.46440485,-1.0072055,-0.05794512,0.14996739,-0.118069395,-0.34039873,0.040731125,0.23236306,0.14133185,-0.045948844,-0.26414195,0.5683564,-0.17448412,0.29732,-0.039482675,-0.58165294,0.022247571,1.0023351,0.42937967,0.23549423,-0.0602601,-0.03741918,-0.73777163,-0.15516943,0.23324174,-0.23109661,0.16704044,0.58558184,-0.1018092,0.061844938,-0.31279927,0.028828943,-0.6747942,-0.53094554,-0.031680208,-0.19721073,-0.6273245,-0.3433237,-0.64343274,0.37306154,-0.09799072,0.3791987,-0.3229546,-0.19188718,0.5561374,-0.30282313,0.5200033,0.29261357,-0.1472181,0.18031897,0.34550342,-0.9335005,-0.51482576,-0.36452323,0.10316256,0.18502669,0.018858392,0.24697486,-0.009210527,0.0230747,0.2515537,-0.12889144,0.21342865,-0.17197047,-0.01915474,-0.87482554
./gdrive/My Drive/images/1001_rightphoto.jpg,-0.046904974,-0.1206445,-0.2611076,0.39046088,0.42824748,-0.24308293,-0.9761501,0.4251692,0.8523135,-0.99682844,-0.20556036,-0.30146703,-1.0268582,-0.23738398,-0.15016778,0.01750426,-0.87933934,0.6068359,-0.39176837,0.57246524,0.8353021,-0.16246134,0.9769134,0.6909145,0.151974,-0.64787394,-0.6830623,0.44314715,0.059565242,-0.5262322,-0.120608605,0.27204847,-0.01630959,-0.057147484,0.32642782,0.7771845,0.20876251,-0.19361994,0.030040825,-0.39694113,-0.34286425,1.322916,-0.2619667,0.4762556,0.050452054,-0.42695525,-0.8945663,-0.20066449,-0.30554786,-0.19860238,-0.22297049,0.308282,0.17989433,-0.21569714,-0.86002827,0.14242749,-0.4727978,-0.076138325,-0.3390118,0.23610584,-0.5886749,-0.29947013,-0.9227912,0.6926975,0.25599352,-0.20727763,-0.09773303,-0.3324682,0.2896291,-0.56076455,1.238914,0.023917973,-0.23711382,0.0067519615,0.53057945,-1.8215944,-0.7872485,-0.574048,-0.41249278,-0.36693838,-0.24088013,-0.11193856,-0.52017,0.25126812,0.09549815,-0.2758614,0.65478426,0.015570189,0.2817877,-1.4680852
./gdrive/My Drive/images/1004_leftphoto.jpg,0.36928734,-0.35049656,-0.35721052,0.5982129,0.8240069,-0.3229543,-1.3247819,0.9493397,0.25227013,-1.2596835,-0.31689048,-0.16994315,-1.6503413,-0.04186946,-0.47464305,-0.04954736,-1.0907149,0.9674155,-0.21968535,0.9454294,0.9247029,-0.2585989,1.338218,1.0728596,-0.66168255,-0.100175045,-0.7814204,0.67004967,0.36032593,-0.40159395,-0.5090008,0.5079745,0.1646955,-0.25534415,0.94136643,0.8744854,0.8356302,-0.7256955,0.07047531,-0.44366544,-0.49865687,1.4961624,-0.93446517,1.0917728,-0.16947241,-0.40857363,-0.5064335,-0.3469365,-0.32367307,-0.059236676,-0.4029315,0.14453116,0.49587786,-0.47807556,-1.3509448,0.25528246,-0.7205949,0.55015504,-0.47417188,0.90157473,-0.6363727,0.02417332,-0.60494477,1.2242028,0.7051966,-0.6106588,0.21851951,-0.04909037,0.2393839,-0.84741855,2.116147,-0.1004911,-0.54434234,0.053472213,1.3254359,-2.599069,-1.0003182,-0.64375955,-0.8603271,-1.0177535,-0.540619,-0.7018957,-0.7659594,0.29042307,-0.15613858,-0.5486798,1.3569814,-0.32274586,0.80420005,-2.0974698
./gdrive/My Drive/images/1002_rightphoto.jpg,0.28725603,-0.25766164,-0.6512916,0.36465752,0.7211365,-0.3031565,-1.1746271,0.7983744,0.8461176,-1.2203434,-0.56755567,-0.24060878,-1.6285523,-0.30192834,-0.3706798,-0.017839395,-0.96055233,0.7100514,-0.4141278,0.824756,0.8407983,-0.2651453,1.2790611,0.9111566,-0.24149476,-0.26483956,-0.90553594,0.5746738,0.15351391,-0.5112914,-0.5393933,0.12058129,0.13522883,-0.23018442,0.58905405,0.7106047,0.67227876,-0.5430093,0.11017105,-0.36363393,-0.62093675,1.3053908,-0.92811763,0.5959307,-0.19732067,-0.4707354,-0.93439364,-0.087867245,-0.3924244,-0.2804839,-0.38585925,0.11894218,0.32265308,-0.45327875,-1.321779,0.056716904,-0.5495414,0.41984954,-0.47033164,0.596916,-0.698591,-0.15807651,-0.74795926,0.9078751,0.4250369,-0.35869473,0.090748,-0.23249792,0.12395285,-0.6914022,1.7959229,-0.08830189,-0.48097128,0.059121244,0.93053985,-2.288072,-0.6363855,-0.48954904,-0.4542555,-0.71776915,-0.18736884,-0.38188225,-0.77782214,0.2010696,0.06412728,-0.52579135,0.93483305,-0.1038369,0.47074014,-1.5972433
./gdrive/My Drive/images/1006_rightphoto.jpg,-0.49204862,0.082769774,-0.6112146,-0.22429347,-0.0137301665,-0.52380884,-0.8924933,0.18512894,1.3295621,-0.65528154,0.12159276,-0.5848942,-0.4907674,-0.12349773,-0.041254576,0.042673253,-0.5624397,0.48770708,-0.36191896,0.1635337,0.7891973,-0.30299756,0.77967745,0.53100276,0.15808597,-0.5891175,-0.018971184,0.20829864,-0.22377673,-0.28332794,-0.10063878,0.06129717,0.3391142,-0.2325818,-0.1264509,0.2328286,-0.0002833405,-0.0068424866,-0.053801626,-0.35492563,-0.1314484,0.96450704,0.023417315,0.30245906,-0.071396574,-0.13910303,-0.8312888,0.109479554,0.15157719,-0.49051574,-0.090422876,0.47014722,0.15306032,-0.12584996,-0.6473929,-0.1878467,-0.6764401,-0.0005113837,0.18195428,-0.09756976,-0.71710634,-0.31984103,-0.79000723,0.55825937,0.07518932,0.34952718,-0.15299065,0.013714356,0.33184102,-0.45439583,0.7917955,0.23246801,0.04608106,0.25815064,0.30927023,-0.75499,-0.42996725,-0.20471968,0.029612847,-0.0723518,0.17367215,0.123205386,-0.18991986,0.04948005,0.22806059,-0.13996856,0.21634474,-0.1335673,0.07201949,-1.2060941
./gdrive/My Drive/images/1009_leftphoto.jpg,-0.32933816,0.1292456,-0.34553736,0.1106668,0.100642495,-0.3210204,-0.8048256,0.07717899,1.2573891,-0.70670974,0.24449721,-0.43474877,-0.56234103,-0.36045015,-0.042887483,-0.19080913,-0.579281,0.41476145,-0.59707737,0.16100581,0.9003744,-0.3007913,0.77560014,0.71865785,0.42340735,-0.99425113,-0.24636643,0.34529886,-0.04697848,-0.4030056,0.043047026,0.36133605,0.19144803,-0.121192195,-0.24601997,0.6719468,-0.118761376,0.13417633,-0.09199279,-0.46842742,-0.14006378,1.3717718,0.23135476,0.3189494,0.043118294,-0.21977514,-0.8724742,-0.17036438,0.19807753,-0.2835037,0.013476065,0.5592811,-0.029134631,-0.05751793,-0.56597364,0.057308935,-0.7010139,-0.45530114,-0.035862993,-0.14051737,-0.634012,-0.44707012,-0.8602618,0.48233026,-0.04159575,0.19209,-0.3329186,-0.19680661,0.4690877,-0.45562816,0.7558768,0.18159781,-0.019317366,0.13696896,0.21865024,-1.1825814,-0.6284938,-0.36502245,-0.1059592,0.14644517,-0.23168816,0.07320059,-0.21933433,0.2611471,0.29459557,-0.23585038,0.25173467,-0.05819883,0.045038912,-1.1478155
./gdrive/My Drive/images/1009_rightphoto.jpg,-0.30012026,0.1484766,-0.3660146,0.00921448,0.14340287,-0.095043,-0.723965,0.03894993,1.0853361,-0.6498146,0.14110285,-0.30970332,-0.5235647,-0.43648174,-0.06423344,-0.2098166,-0.52637863,0.37098405,-0.53249305,0.17248449,0.7584281,-0.21503729,0.64273167,0.6749629,0.45978105,-0.9631108,-0.1888968,0.28927222,-0.017159875,-0.39466852,0.004883998,0.2879157,0.09032081,-0.03531484,-0.21206215,0.6655807,-0.07235173,0.09025246,0.056643154,-0.48078763,-0.054223746,1.1401502,0.27775064,0.21687528,0.009277292,-0.1145992,-0.7313819,-0.16719168,0.07131276,-0.27359498,0.14272071,0.45498532,-0.16163334,-0.085263535,-0.25148183,0.12601887,-0.6098821,-0.41367725,-0.13812673,-0.10048792,-0.5887331,-0.32499003,-0.7062894,0.5658514,0.06933723,0.25203758,-0.25501442,-0.19935556,0.47206837,-0.30176932,0.73018146,0.12425844,-0.07891578,0.14455597,0.32613695,-1.162107,-0.41521838,-0.31499454,-0.03670019,0.17327677,-0.19630189,0.17765148,-0.18346594,0.14338437,0.28869927,-0.21020283,0.34977424,-0.07027935,0.19612624,-0.9893104
./gdrive/My Drive/images/1008_rightphoto.jpg,0.19520362,-0.22513494,-0.28294596,0.49036676,0.65076745,-0.28899753,-1.1028457,0.83139586,0.63128376,-1.4012933,-0.28812674,-0.45320317,-1.7744085,-0.09786201,-0.3874771,-0.070827745,-0.9678303,1.061495,-0.3421111,0.92361945,0.8363609,-0.34520084,1.3533583,0.96667033,-0.4324045,-0.21614479,-0.9952173,0.8896961,0.43529516,-0.5005032,-0.34402755,0.35452837,-0.026036948,-0.23432137,0.810928,1.2478375,0.5716034,-0.4324857,0.008245984,-0.56291217,-0.7275386,1.5783086,-0.83095783,1.0463862,-0.40291336,-0.610129,-0.5011939,-0.27735877,-0.18812093,0.04879744,-0.33542347,0.39748892,0.507466,-0.323068,-1.6026738,0.12154195,-0.8463576,0.19516942,-0.33655453,0.69562113,-0.76006186,-0.17835596,-0.5770849,1.097842,0.45016238,-0.37243176,0.05542264,-0.10488488,0.33973095,-0.6660869,2.2820392,0.016532507,-0.5339761,0.05809497,1.3815465,-2.7450633,-1.1830498,-0.78993136,-0.81668425,-0.958081,-0.5956711,-0.6486765,-0.77034193,0.2735476,0.00706399,-0.58937556,1.2668426,-0.49888417,0.48961133,-2.0186975
